2023.03.07 19:08:50.583963; Старт испытаний.
2023.03.07 19:08:50.589983; AzdkServerCommands; open socket [<enum 'AzdkServerCommands'>]
2023.03.07 19:08:50.776480; AzdkServerCommands; Поименовать соединение [id=4], P0=AzdkOdsTestApp sent
2023.03.07 19:08:50.962558; AzdkServerCommands; Поименовать соединение [id=4], P0=AzdkOdsTestApp answered
2023.03.07 19:08:51.016679; PDSServerCommands; open socket [<enum 'PDSServerCommands'>]
2023.03.07 19:08:51.165501; PDSServerCommands; Поименовать соединение [id=5], P0=AzdkOdsTestApp sent
2023.03.07 19:08:51.395248; PDSServerCommands; Поименовать соединение [id=5], P0=AzdkOdsTestApp answered
2023.03.07 19:08:51.415306; AzdkServerCommands; n1 [id=1], P0=azdk2309.test1, P1=7 sent
2023.03.07 19:08:51.524768; AzdkServerCommands; n1 [id=1], P0=azdk2309.test1, P1=7 answered
2023.03.07 19:08:51.556919; PDSServerCommands; Установить ориентацию (GCRS) [id=2], P0={ 1.000000,  0.000000,  0.000000,  1.000000} sent
2023.03.07 19:08:51.672301; PDSServerCommands; Установить ориентацию (GCRS) [id=2], P0={ 1.000000,  0.000000,  0.000000,  1.000000}, Texec=2023-07-03 19:08:49.826000 answered
2023.03.07 19:08:51.713413; PDSServerCommands; Установить угловую скорость (GCRS) [id=3], P0={  0.500000,   1.000000,   1.000000} sent
2023.03.07 19:08:51.971930; PDSServerCommands; Установить угловую скорость (GCRS) [id=3], P0={  0.500000,   1.000000,   1.000000}, Texec=2023-07-03 19:08:49.975000 answered
2023.03.07 19:08:52.022665; AzdkServerCommands; Отправка команды АЗДК-1 [id=6], P0=7, P1=0, P2=0, P3=107374182 sent
2023.03.07 19:08:52.158789; AzdkServerCommands; request time: 0.14789000002201647
2023.03.07 19:08:52.163778; AzdkServerCommands; Отправка команды АЗДК-1 [id=7], P0=18 sent
2023.03.07 19:08:52.434071; AzdkServerCommands; request time: 0.27445639995858073
2023.03.07 19:08:52.445388; PDSServerCommands; socket was closed
2023.03.07 19:08:52.460612; AzdkServerCommands; socket was closed
2023.03.07 19:08:52.460612; Конец испытаний.
